Region,Lat,Long,CBSA Code,Pop Density,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
VA-Virginia Beach Urban,,,47260,"2,657.77","860,202.00","864,974.00","858,292.00","874,455.00","887,566.00","891,450.00","897,119.00","909,026.00","912,880.00","911,099.00","916,921.00","938,837.00","941,311.00","966,455.00","985,280.00","988,439.00","1,012,862.00","1,040,663.00","1,056,740.00","1,064,903.00","1,079,070.00","1,082,558.00","1,104,999.00","1,112,064.00","1,109,240.00","1,104,979.00","1,102,403.00","1,098,225.00","1,090,948.00","1,094,416.00","1,100,543.00","1,101,380.00","1,106,918.00","1,103,683.00","1,116,148.00","1,111,294.00","1,117,588.00","1,109,703.00","1,103,874.00","1,104,633.00","1,109,386.00","1,113,149.00","1,119,618.00","1,123,179.00","1,125,678.00","1,125,702.00","1,122,605.00","1,118,798.00"
RI-Providence,,,39300,"1,364.20","1,397,824.00","1,413,166.00","1,430,058.00","1,437,283.00","1,412,628.00","1,406,096.00","1,415,813.00","1,422,038.00","1,425,673.00","1,430,065.00","1,424,790.00","1,429,939.00","1,431,291.00","1,434,221.00","1,441,821.00","1,451,682.00","1,462,489.00","1,478,972.00","1,493,601.00","1,503,788.00","1,513,216.00","1,519,234.00","1,522,392.00","1,528,117.00","1,532,065.00","1,535,833.00","1,541,702.00","1,548,897.00","1,558,350.00","1,571,610.00","1,586,085.00","1,595,424.00","1,608,716.00","1,617,623.00","1,620,567.00","1,613,353.00","1,607,583.00","1,602,603.00","1,601,459.00","1,600,970.00","1,602,351.00","1,601,522.00","1,604,011.00","1,605,438.00","1,610,173.00","1,613,155.00","1,615,878.00","1,621,122.00"
RI-Providence Suburban,,,39300,842.3,"323,659.00","329,110.00","335,615.00","341,421.00","316,201.00","313,394.00","320,261.00","325,731.00","327,775.00","329,256.00","329,650.00","331,117.00","332,665.00","332,713.00","336,888.00","340,934.00","345,782.00","351,827.00","355,521.00","355,033.00","359,379.00","361,974.00","362,668.00","363,330.00","363,576.00","363,970.00","365,948.00","367,867.00","369,576.00","373,329.00","377,193.00","379,265.00","381,893.00","383,535.00","384,008.00","381,189.00","380,409.00","377,291.00","376,446.00","377,267.00","376,230.00","374,853.00","373,950.00","373,544.00","373,648.00","373,301.00","373,166.00","373,370.00"
RI-Providence Urban,,,39300,"1,886.10","1,074,165.00","1,084,056.00","1,094,443.00","1,095,862.00","1,096,427.00","1,092,702.00","1,095,552.00","1,096,307.00","1,097,898.00","1,100,809.00","1,095,140.00","1,098,822.00","1,098,626.00","1,101,508.00","1,104,933.00","1,110,748.00","1,116,707.00","1,127,145.00","1,138,080.00","1,148,755.00","1,153,837.00","1,157,260.00","1,159,724.00","1,164,787.00","1,168,489.00","1,171,863.00","1,175,754.00","1,181,030.00","1,188,774.00","1,198,281.00","1,208,892.00","1,216,159.00","1,226,823.00","1,234,088.00","1,236,559.00","1,232,164.00","1,227,174.00","1,225,312.00","1,225,013.00","1,223,703.00","1,226,121.00","1,226,669.00","1,230,061.00","1,231,894.00","1,236,525.00","1,239,854.00","1,242,712.00","1,247,752.00"
WI-Milwaukee,,,33340,"1,434.38","1,404,138.00","1,405,213.00","1,416,010.00","1,409,340.00","1,409,461.00","1,395,215.00","1,399,719.00","1,394,075.00","1,389,186.00","1,395,204.00","1,396,799.00","1,391,676.00","1,391,630.00","1,387,303.00","1,384,890.00","1,389,356.00","1,391,366.00","1,398,092.00","1,409,610.00","1,421,616.00","1,435,303.00","1,449,760.00","1,462,728.00","1,470,728.00","1,476,272.00","1,481,347.00","1,486,045.00","1,487,435.00","1,490,926.00","1,496,255.00","1,502,420.00","1,507,257.00","1,514,251.00","1,519,746.00","1,522,302.00","1,522,391.00","1,523,907.00","1,530,492.00","1,538,232.00","1,549,613.00","1,556,675.00","1,561,671.00","1,567,759.00","1,571,740.00","1,575,007.00","1,576,376.00","1,576,143.00","1,576,236.00"
WI-Milwaukee Suburban,,,33340,603.83,"350,267.00","352,827.00","357,411.00","367,280.00","373,334.00","383,353.00","388,905.00","400,235.00","414,888.00","423,159.00","432,292.00","431,006.00","430,966.00","429,844.00","433,296.00","436,460.00","439,876.00","447,064.00","457,290.00","464,532.00","475,340.00","485,770.00","496,295.00","506,497.00","517,243.00","526,369.00","535,076.00","541,982.00","548,496.00","555,726.00","562,651.00","567,952.00","574,397.00","580,233.00","585,388.00","589,851.00","593,644.00","599,039.00","603,480.00","606,945.00","608,373.00","609,941.00","612,522.00","613,989.00","616,143.00","617,517.00","620,774.00","624,151.00"
WI-Milwaukee Urban,,,33340,"3,926.00","1,053,871.00","1,052,386.00","1,058,599.00","1,042,060.00","1,036,127.00","1,011,862.00","1,010,814.00","993,840.00","974,298.00","972,045.00","964,507.00","960,670.00","960,664.00","957,459.00","951,594.00","952,896.00","951,490.00","951,028.00","952,320.00","957,084.00","959,963.00","963,990.00","966,433.00","964,231.00","959,029.00","954,978.00","950,969.00","945,453.00","942,430.00","940,529.00","939,769.00","939,305.00","939,854.00","939,513.00","936,914.00","932,540.00","930,263.00","931,453.00","934,752.00","942,668.00","948,302.00","951,730.00","955,237.00","957,751.00","958,864.00","958,859.00","955,369.00","952,085.00"
FL-Jacksonville,,,27260,"1,352.00","624,385.00","634,706.00","646,300.00","659,844.00","687,764.00","690,701.00","698,542.00","704,872.00","715,764.00","721,765.00","741,284.00","755,418.00","768,418.00","783,349.00","804,182.00","827,740.00","853,214.00","874,753.00","896,414.00","904,282.00","932,169.00","955,572.00","977,699.00","990,520.00","1,004,478.00","1,020,631.00","1,052,363.00","1,077,069.00","1,094,889.00","1,109,951.00","1,126,282.00","1,148,091.00","1,171,363.00","1,193,042.00","1,222,866.00","1,249,072.00","1,282,311.00","1,306,788.00","1,322,728.00","1,334,972.00","1,348,910.00","1,361,962.00","1,378,059.00","1,394,206.00","1,417,740.00","1,445,986.00","1,476,503.00","1,504,980.00"
FL-Jacksonville Suburban,,,27260,307.1,"73,273.00","77,078.00","82,003.00","89,052.00","98,764.00","103,350.00","107,695.00","114,444.00","121,540.00","128,028.00","135,193.00","140,948.00","146,641.00","152,494.00","160,956.00","170,142.00","178,223.00","185,470.00","193,386.00","201,804.00","210,171.00","216,623.00","223,002.00","230,471.00","237,710.00","245,400.00","255,378.00","265,101.00","273,053.00","279,925.00","288,525.00","298,110.00","310,015.00","321,340.00","339,097.00","354,516.00","372,390.00","385,786.00","395,734.00","402,506.00","409,731.00","415,411.00","423,012.00","432,214.00","443,819.00","456,469.00","470,201.00","484,325.00"
FL-Jacksonville Urban,,,27260,"2,919.35","551,112.00","557,628.00","564,297.00","570,792.00","589,000.00","587,351.00","590,847.00","590,428.00","594,224.00","593,737.00","606,091.00","614,470.00","621,777.00","630,855.00","643,226.00","657,598.00","674,991.00","689,283.00","703,028.00","702,478.00","721,998.00","738,949.00","754,697.00","760,049.00","766,768.00","775,231.00","796,985.00","811,968.00","821,836.00","830,026.00","837,757.00","849,981.00","861,348.00","871,702.00","883,769.00","894,556.00","909,921.00","921,002.00","926,994.00","932,466.00","939,179.00","946,551.00","955,047.00","961,992.00","973,921.00","989,517.00","1,006,302.00","1,020,655.00"
OK-Oklahoma City,,,36420,299.37,"729,786.00","751,179.00","770,170.00","784,939.00","792,767.00","798,196.00","808,216.00","820,774.00","837,094.00","851,918.00","877,304.00","897,665.00","937,310.00","971,984.00","983,686.00","987,884.00","983,994.00","970,009.00","966,435.00","969,987.00","972,512.00","983,942.00","998,407.00","1,014,998.00","1,029,338.00","1,039,343.00","1,051,886.00","1,065,333.00","1,075,233.00","1,088,347.00","1,098,132.00","1,108,860.00","1,122,241.00","1,134,419.00","1,145,524.00","1,161,308.00","1,182,668.00","1,199,665.00","1,216,645.00","1,237,780.00","1,257,743.00","1,276,130.00","1,297,041.00","1,319,469.00","1,335,736.00","1,356,118.00","1,372,463.00","1,383,737.00"
OK-Oklahoma City Suburban,,,36420,180.3,"199,088.00","208,564.00","221,000.00","233,832.00","245,913.00","248,303.00","255,885.00","266,757.00","276,847.00","292,250.00","305,786.00","316,460.00","335,347.00","352,205.00","362,196.00","366,923.00","369,529.00","368,768.00","366,754.00","368,919.00","372,114.00","377,407.00","383,191.00","391,358.00","398,202.00","404,969.00","411,435.00","419,056.00","424,944.00","431,165.00","436,363.00","444,024.00","451,121.00","459,848.00","467,782.00","478,009.00","492,515.00","503,959.00","515,161.00","526,185.00","537,019.00","545,954.00","554,314.00","563,766.00","569,234.00","579,475.00","588,255.00","595,779.00"
OK-Oklahoma City Urban,,,36420,"1,013.80","530,698.00","542,615.00","549,170.00","551,107.00","546,854.00","549,893.00","552,331.00","554,017.00","560,247.00","559,668.00","571,518.00","581,205.00","601,963.00","619,779.00","621,490.00","620,961.00","614,465.00","601,241.00","599,681.00","601,068.00","600,398.00","606,535.00","615,216.00","623,640.00","631,136.00","634,374.00","640,451.00","646,277.00","650,289.00","657,182.00","661,769.00","664,836.00","671,120.00","674,571.00","677,742.00","683,299.00","690,153.00","695,706.00","701,484.00","711,595.00","720,724.00","730,176.00","742,727.00","755,703.00","766,502.00","776,643.00","784,208.00","787,958.00"
TN-Memphis,,,32820,370.5,"920,874.00","929,876.00","944,435.00","948,177.00","960,444.00","963,608.00","969,382.00","975,221.00","983,505.00","996,441.00","1,004,877.00","1,002,177.00","1,005,310.00","1,009,757.00","1,013,319.00","1,024,196.00","1,034,098.00","1,047,146.00","1,061,586.00","1,071,135.00","1,078,598.00","1,091,735.00","1,104,416.00","1,117,303.00","1,132,959.00","1,148,208.00","1,161,613.00","1,172,495.00","1,187,032.00","1,202,822.00","1,216,257.00","1,224,627.00","1,235,125.00","1,247,414.00","1,258,948.00","1,271,965.00","1,291,868.00","1,302,273.00","1,310,829.00","1,317,719.00","1,326,280.00","1,332,338.00","1,340,171.00","1,340,975.00","1,342,422.00","1,343,439.00","1,345,193.00","1,348,260.00"
TN-Memphis Suburban,,,32820,153.74,"173,991.00","174,603.00","180,810.00","190,502.00","193,827.00","196,558.00","197,399.00","198,639.00","200,109.00","202,538.00","203,704.00","204,330.00","204,969.00","206,063.00","206,584.00","208,971.00","210,856.00","214,672.00","218,329.00","221,341.00","224,603.00","228,804.00","232,750.00","238,699.00","244,631.00","250,821.00","257,561.00","264,797.00","273,560.00","280,948.00","288,963.00","295,143.00","301,555.00","308,752.00","316,300.00","324,933.00","336,095.00","344,201.00","352,293.00","356,792.00","359,299.00","360,504.00","362,075.00","363,329.00","364,957.00","366,336.00","368,488.00","371,263.00"
TN-Memphis Urban,,,32820,"1,129.15","746,883.00","755,273.00","763,625.00","757,675.00","766,617.00","767,050.00","771,983.00","776,582.00","783,396.00","793,903.00","801,173.00","797,847.00","800,341.00","803,694.00","806,735.00","815,225.00","823,242.00","832,474.00","843,257.00","849,794.00","853,995.00","862,931.00","871,666.00","878,604.00","888,328.00","897,387.00","904,052.00","907,698.00","913,472.00","921,874.00","927,294.00","929,484.00","933,570.00","938,662.00","942,648.00","947,032.00","955,773.00","958,072.00","958,536.00","960,927.00","966,981.00","971,834.00","978,096.00","977,646.00","977,465.00","977,103.00","976,705.00","976,997.00"
NC-Raleigh,,,39580,"1,159.43","319,760.00","328,633.00","337,788.00","346,993.00","356,674.00","362,797.00","368,851.00","377,222.00","384,997.00","393,400.00","404,142.00","411,986.00","419,793.00","431,404.00","448,118.00","467,730.00","483,168.00","494,486.00","511,207.00","527,349.00","548,874.00","568,119.00","588,751.00","612,576.00","638,140.00","666,317.00","694,496.00","721,528.00","750,079.00","776,786.00","804,157.00","833,100.00","859,117.00","883,333.00","909,510.00","944,725.00","989,219.00","1,034,476.00","1,077,163.00","1,110,061.00","1,137,393.00","1,163,343.00","1,188,920.00","1,214,464.00","1,242,613.00","1,272,875.00","1,304,896.00","1,335,079.00"
NC-Raleigh Suburban,,,39580,213.4,"61,950.00","62,819.00","64,196.00","64,377.00","65,274.00","66,758.00","67,577.00","68,191.00","69,376.00","70,163.00","70,794.00","71,443.00","72,057.00","72,562.00","74,093.00","75,858.00","77,031.00","77,911.00","78,927.00","80,004.00","81,925.00","84,521.00","87,353.00","90,285.00","93,384.00","97,914.00","102,352.00","106,905.00","112,394.00","117,765.00","123,279.00","127,487.00","132,103.00","135,628.00","140,055.00","144,417.00","149,721.00","155,695.00","161,746.00","166,478.00","169,684.00","172,534.00","174,521.00","177,421.00","180,961.00","185,357.00","191,094.00","196,708.00"
NC-Raleigh Urban,,,39580,"1,632.45","257,810.00","265,814.00","273,592.00","282,616.00","291,400.00","296,039.00","301,274.00","309,031.00","315,621.00","323,237.00","333,348.00","340,543.00","347,736.00","358,842.00","374,025.00","391,872.00","406,137.00","416,575.00","432,280.00","447,345.00","466,949.00","483,598.00","501,398.00","522,291.00","544,756.00","568,403.00","592,144.00","614,623.00","637,685.00","659,021.00","680,878.00","705,613.00","727,014.00","747,705.00","769,455.00","800,308.00","839,498.00","878,781.00","915,417.00","943,583.00","967,709.00","990,809.00","1,014,399.00","1,037,043.00","1,061,652.00","1,087,518.00","1,113,802.00","1,138,371.00"
KY-Louisville,,,31140,593.39,"968,151.00","981,177.00","984,003.00","996,510.00","1,005,441.00","1,008,803.00","1,013,754.00","1,015,639.00","1,022,670.00","1,026,910.00","1,024,353.00","1,023,447.00","1,025,304.00","1,024,493.00","1,022,722.00","1,020,980.00","1,019,904.00","1,020,405.00","1,019,655.00","1,020,952.00","1,025,448.00","1,035,577.00","1,045,950.00","1,056,941.00","1,066,643.00","1,076,646.00","1,085,228.00","1,094,013.00","1,102,866.00","1,113,813.00","1,124,086.00","1,132,204.00","1,140,281.00","1,151,726.00","1,161,921.00","1,172,611.00","1,187,190.00","1,202,720.00","1,216,853.00","1,227,965.00","1,237,565.00","1,244,490.00","1,252,357.00","1,263,269.00","1,270,951.00","1,277,992.00","1,284,848.00","1,293,953.00"
KY-Louisville Suburban,,,31140,395.71,"251,921.00","256,223.00","261,029.00","266,957.00","273,649.00","280,102.00","287,760.00","295,879.00","304,644.00","311,940.00","316,668.00","318,756.00","319,696.00","320,535.00","321,164.00","321,975.00","322,545.00","324,301.00","327,951.00","330,551.00","334,382.00","340,621.00","345,937.00","353,327.00","359,634.00","365,855.00","371,871.00","377,401.00","382,918.00","389,349.00","396,113.00","400,998.00","405,717.00","412,050.00","418,411.00","424,793.00","432,758.00","439,345.00","445,615.00","449,684.00","453,289.00","455,284.00","457,361.00","460,952.00","464,825.00","467,899.00","470,921.00","475,374.00"
KY-Louisville Urban,,,31140,"1,581.80","716,230.00","724,954.00","722,974.00","729,553.00","731,792.00","728,701.00","725,994.00","719,760.00","718,026.00","714,970.00","707,685.00","704,691.00","705,608.00","703,958.00","701,558.00","699,005.00","697,359.00","696,104.00","691,704.00","690,401.00","691,066.00","694,956.00","700,013.00","703,614.00","707,009.00","710,791.00","713,357.00","716,612.00","719,948.00","724,464.00","727,973.00","731,206.00","734,564.00","739,676.00","743,510.00","747,818.00","754,432.00","763,375.00","771,238.00","778,281.00","784,276.00","789,206.00","794,996.00","802,317.00","806,126.00","810,093.00","813,927.00","818,579.00"
VA-Richmond,,,40060,741.36,"719,164.00","728,945.00","731,880.00","741,289.00","747,858.00","758,733.00","772,479.00","786,753.00","794,681.00","803,794.00","809,746.00","817,756.00","823,721.00","830,102.00","836,596.00","845,644.00","857,394.00","873,222.00","888,869.00","903,202.00","919,735.00","933,839.00","950,908.00","965,604.00","979,035.00","991,943.00","1,004,116.00","1,017,990.00","1,031,320.00","1,045,761.00","1,058,966.00","1,070,817.00","1,084,389.00","1,098,631.00","1,115,900.00","1,135,074.00","1,157,286.00","1,174,344.00","1,189,113.00","1,200,712.00","1,210,039.00","1,219,241.00","1,233,321.00","1,245,755.00","1,258,597.00","1,270,027.00","1,282,205.00","1,294,204.00"
VA-Richmond Suburban,,,40060,162.34,"233,320.00","245,964.00","245,322.00","252,667.00","258,209.00","268,872.00","280,876.00","301,495.00","310,858.00","319,756.00","328,504.00","334,615.00","338,259.00","341,030.00","347,003.00","355,074.00","365,772.00","379,190.00","391,542.00","404,587.00","421,429.00","430,909.00","442,546.00","452,880.00","462,435.00","475,103.00","484,676.00","493,949.00","504,247.00","515,508.00","525,056.00","533,188.00","544,148.00","555,023.00","567,146.00","579,759.00","595,128.00","605,406.00","614,377.00","620,123.00","625,880.00","630,149.00","634,960.00","640,572.00","647,212.00","652,589.00","658,659.00","667,073.00"
VA-Richmond Urban,,,40060,"2,131.02","485,844.00","482,981.00","486,558.00","488,622.00","489,649.00","489,861.00","491,603.00","485,258.00","483,823.00","484,038.00","481,242.00","483,141.00","485,462.00","489,072.00","489,593.00","490,570.00","491,622.00","494,032.00","497,327.00","498,615.00","498,306.00","502,930.00","508,362.00","512,724.00","516,600.00","516,840.00","519,440.00","524,041.00","527,073.00","530,253.00","533,910.00","537,629.00","540,241.00","543,608.00","548,754.00","555,315.00","562,158.00","568,938.00","574,736.00","580,589.00","584,159.00","589,092.00","598,361.00","605,183.00","611,385.00","617,438.00","623,546.00","627,131.00"
LA-New Orleans,,,35380,548.7,"1,149,079.00","1,166,426.00","1,187,268.00","1,197,199.00","1,202,886.00","1,217,134.00","1,239,935.00","1,255,262.00","1,270,226.00","1,285,622.00","1,307,660.00","1,322,676.00","1,340,937.00","1,351,284.00","1,350,471.00","1,349,898.00","1,347,341.00","1,327,384.00","1,310,340.00","1,296,937.00","1,285,014.00","1,294,966.00","1,307,069.00","1,315,265.00","1,323,418.00","1,330,188.00","1,331,131.00","1,333,525.00","1,335,520.00","1,338,370.00","1,339,280.00","1,344,528.00","1,354,638.00","1,365,146.00","1,377,699.00","1,386,429.00","1,040,195.00","1,096,365.00","1,135,831.00","1,167,842.00","1,195,455.00","1,213,780.00","1,227,902.00","1,241,194.00","1,251,626.00","1,263,526.00","1,271,195.00","1,275,762.00"
LA-New Orleans Suburban,,,35380,149.52,"213,811.00","216,846.00","223,376.00","230,656.00","235,191.00","241,499.00","250,171.00","259,150.00","270,921.00","281,759.00","293,832.00","301,792.00","312,094.00","321,538.00","328,683.00","334,330.00","340,526.00","340,208.00","339,863.00","339,171.00","340,702.00","346,533.00","353,100.00","359,985.00","367,197.00","373,994.00","380,088.00","386,257.00","391,144.00","395,288.00","398,734.00","404,011.00","411,487.00","418,426.00","427,332.00","435,581.00","383,738.00","394,931.00","402,230.00","408,118.00","414,952.00","419,085.00","423,263.00","426,872.00","431,278.00","435,927.00","439,689.00","443,434.00"
LA-New Orleans Urban,,,35380,"1,746.25","935,268.00","949,580.00","963,892.00","966,543.00","967,695.00","975,635.00","989,764.00","996,112.00","999,305.00","1,003,863.00","1,013,828.00","1,020,884.00","1,028,843.00","1,029,746.00","1,021,788.00","1,015,568.00","1,006,815.00","987,176.00","970,477.00","957,766.00","944,312.00","948,433.00","953,969.00","955,280.00","956,221.00","956,194.00","951,043.00","947,268.00","944,376.00","943,082.00","940,546.00","940,517.00","943,151.00","946,720.00","950,367.00","950,848.00","656,457.00","701,434.00","733,601.00","759,724.00","780,503.00","794,695.00","804,639.00","814,322.00","820,348.00","827,599.00","831,506.00","832,328.00"
CT-Hartford,,,25540,"1,403.33","1,037,486.00","1,046,715.00","1,050,949.00","1,051,717.00","1,054,609.00","1,050,715.00","1,047,784.00","1,041,169.00","1,046,858.00","1,048,344.00","1,053,825.00","1,058,566.00","1,060,120.00","1,068,106.00","1,074,268.00","1,081,584.00","1,092,352.00","1,106,427.00","1,121,181.00","1,123,314.00","1,125,047.00","1,127,479.00","1,125,083.00","1,125,634.00","1,125,949.00","1,124,531.00","1,126,396.00","1,128,992.00","1,134,353.00","1,141,318.00","1,150,872.00","1,158,513.00","1,169,000.00","1,179,394.00","1,182,605.00","1,187,929.00","1,193,725.00","1,198,395.00","1,204,436.00","1,209,604.00","1,214,343.00","1,217,106.00","1,216,064.00","1,216,966.00","1,215,275.00","1,213,041.00","1,210,075.00","1,210,259.00"
CT-Hartford Suburban,,,25540,372.2,"103,855.00","105,541.00","110,152.00","110,783.00","112,069.00","111,640.00","111,837.00","110,071.00","114,182.00","114,456.00","115,306.00","116,612.00","117,645.00","118,569.00","119,625.00","121,017.00","122,417.00","124,831.00","127,436.00","127,860.00","128,966.00","129,017.00","129,093.00","129,009.00","129,665.00","130,277.00","131,245.00","132,614.00","133,541.00","134,939.00","136,863.00","138,934.00","142,362.00","145,195.00","146,706.00","147,657.00","148,954.00","149,718.00","151,583.00","152,330.00","153,214.00","153,063.00","151,973.00","151,908.00","151,748.00","151,717.00","151,145.00","151,461.00"
CT-Hartford Urban,,,25540,"1,918.90","933,631.00","941,174.00","940,797.00","940,934.00","942,540.00","939,075.00","935,947.00","931,098.00","932,676.00","933,888.00","938,519.00","941,954.00","942,475.00","949,537.00","954,643.00","960,567.00","969,935.00","981,596.00","993,745.00","995,454.00","996,081.00","998,462.00","995,990.00","996,625.00","996,284.00","994,254.00","995,151.00","996,378.00","1,000,812.00","1,006,379.00","1,014,009.00","1,019,579.00","1,026,638.00","1,034,199.00","1,035,899.00","1,040,272.00","1,044,771.00","1,048,677.00","1,052,853.00","1,057,274.00","1,061,129.00","1,064,043.00","1,064,091.00","1,065,058.00","1,063,527.00","1,061,324.00","1,058,930.00","1,058,798.00"
UT-Salt Lake City,,,41620,697.75,"483,900.00","498,886.00","510,397.00","524,022.00","536,390.00","551,568.00","569,753.00","586,734.00","605,963.00","625,891.00","650,485.00","669,209.00","684,808.00","700,449.00","712,926.00","720,873.00","729,975.00","735,967.00","741,460.00","745,686.00","756,611.00","778,307.00","802,260.00","826,621.00","848,617.00","866,353.00","884,440.00","904,628.00","917,191.00","929,195.00","942,537.00","954,081.00","963,150.00","971,454.00","982,034.00","997,221.00","1,018,281.00","1,037,540.00","1,055,462.00","1,074,013.00","1,091,460.00","1,107,497.00","1,124,277.00","1,141,470.00","1,152,719.00","1,167,013.00","1,185,978.00","1,203,105.00"
UT-Salt Lake City Suburban,,,41620,8.4,"21,677.00","22,211.00","22,586.00","22,417.00","22,612.00","23,570.00","23,658.00","24,239.00","24,976.00","25,738.00","26,237.00","26,943.00","27,401.00","27,483.00","27,358.00","27,432.00","27,351.00","27,114.00","27,023.00","26,638.00","26,718.00","27,284.00","27,852.00","28,572.00","29,578.00","30,345.00","31,364.00","33,048.00","35,351.00","38,079.00","41,519.00","43,331.00","44,998.00","46,652.00","47,894.00","49,258.00","51,483.00","53,821.00","55,909.00","57,218.00","58,501.00","59,184.00","59,788.00","60,640.00","61,448.00","62,641.00","64,599.00","67,456.00"
UT-Salt Lake City Urban,,,41620,"1,387.10","462,223.00","476,675.00","487,811.00","501,605.00","513,778.00","527,998.00","546,095.00","562,495.00","580,987.00","600,153.00","624,248.00","642,266.00","657,407.00","672,966.00","685,568.00","693,441.00","702,624.00","708,853.00","714,437.00","719,048.00","729,893.00","751,023.00","774,408.00","798,049.00","819,039.00","836,008.00","853,076.00","871,580.00","881,840.00","891,116.00","901,018.00","910,750.00","918,152.00","924,802.00","934,140.00","947,963.00","966,798.00","983,719.00","999,553.00","1,016,795.00","1,032,959.00","1,048,313.00","1,064,489.00","1,080,830.00","1,091,271.00","1,104,372.00","1,121,379.00","1,135,649.00"
AL-Brimingham,,,13820,662.03,"835,529.00","845,552.00","852,687.00","864,091.00","870,327.00","883,176.00","895,562.00","908,600.00","919,203.00","927,710.00","930,461.00","930,229.00","926,211.00","927,073.00","931,391.00","936,926.00","941,503.00","948,470.00","951,041.00","954,427.00","958,709.00","969,491.00","980,037.00","991,884.00","1,003,186.00","1,013,634.00","1,022,434.00","1,030,425.00","1,039,523.00","1,047,440.00","1,053,306.00","1,059,082.00","1,062,966.00","1,070,886.00","1,078,204.00","1,086,318.00","1,098,818.00","1,107,256.00","1,117,101.00","1,125,271.00","1,128,791.00","1,130,457.00","1,133,409.00","1,138,173.00","1,141,099.00","1,144,518.00","1,146,888.00","1,149,807.00"
AL-Brimingham Suburban,,,13820,294.12,"151,130.00","155,632.00","162,853.00","167,292.00","171,697.00","176,138.00","179,643.00","184,804.00","188,311.00","191,551.00","192,909.00","193,160.00","192,835.00","193,385.00","195,868.00","198,339.00","200,383.00","202,330.00","202,883.00","204,524.00","206,446.00","209,780.00","212,796.00","216,675.00","219,960.00","225,020.00","229,810.00","234,550.00","239,112.00","244,093.00","246,599.00","249,527.00","251,472.00","253,669.00","256,424.00","259,708.00","264,084.00","268,602.00","272,057.00","274,122.00","274,726.00","274,783.00","274,913.00","275,549.00","275,403.00","275,554.00","276,068.00","277,005.00"
AL-Brimingham Urban,,,13820,"1,581.80","684,399.00","689,920.00","689,834.00","696,799.00","698,630.00","707,038.00","715,919.00","723,796.00","730,892.00","736,159.00","737,552.00","737,069.00","733,376.00","733,688.00","735,523.00","738,587.00","741,120.00","746,140.00","748,158.00","749,903.00","752,263.00","759,711.00","767,241.00","775,209.00","783,226.00","788,614.00","792,624.00","795,875.00","800,411.00","803,347.00","806,707.00","809,555.00","811,494.00","817,217.00","821,780.00","826,610.00","834,734.00","838,654.00","845,044.00","851,149.00","854,065.00","855,674.00","858,496.00","862,624.00","865,696.00","868,964.00","870,820.00","872,802.00"
NY-Buffalo,,,15380,647.9,"1,350,317.00","1,354,742.00","1,347,598.00","1,333,854.00","1,318,683.00","1,312,982.00","1,303,094.00","1,289,795.00","1,276,096.00","1,263,573.00","1,241,652.00","1,232,722.00","1,223,573.00","1,210,440.00","1,197,540.00","1,191,854.00","1,184,554.00","1,179,753.00","1,181,176.00","1,185,953.00","1,190,943.00","1,194,992.00","1,198,490.00","1,200,744.00","1,200,479.00","1,197,885.00","1,194,167.00","1,186,175.00","1,178,462.00","1,173,102.00","1,169,060.00","1,165,067.00","1,161,678.00","1,159,918.00","1,156,070.00","1,148,563.00","1,141,712.00","1,137,678.00","1,136,364.00","1,135,377.00","1,135,710.00","1,136,059.00","1,135,717.00","1,136,993.00","1,137,924.00","1,136,662.00","1,134,914.00","1,136,856.00"
NY-Buffalo Suburban,,,15380,647.9,"1,350,317.00","1,354,742.00","1,347,598.00","1,333,854.00","1,318,683.00","1,312,982.00","1,303,094.00","1,289,795.00","1,276,096.00","1,263,573.00","1,241,652.00","1,232,722.00","1,223,573.00","1,210,440.00","1,197,540.00","1,191,854.00","1,184,554.00","1,179,753.00","1,181,176.00","1,185,953.00","1,190,943.00","1,194,992.00","1,198,490.00","1,200,744.00","1,200,479.00","1,197,885.00","1,194,167.00","1,186,175.00","1,178,462.00","1,173,102.00","1,169,060.00","1,165,067.00","1,161,678.00","1,159,918.00","1,156,070.00","1,148,563.00","1,141,712.00","1,137,678.00","1,136,364.00","1,135,377.00","1,135,710.00","1,136,059.00","1,135,717.00","1,136,993.00","1,137,924.00","1,136,662.00","1,134,914.00","1,136,856.00"
NY-Buffalo Urban,,,15380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
